,,NVDA,NVDA,NVDA,NVDA,NVDA,NVDA
41,2000-03-02,0.13046899437904358,0.13046899437904358,0.12031300365924835,0.12070299685001373,0.11067703366279602,191040000
42,2000-03-03,0.12083300203084946,0.12395799905061722,0.11979199945926666,0.12265600264072418,0.11246786266565323,273696000
43,2000-03-06,0.12343800067901611,0.1328130066394806,0.12083300203084946,0.12187500298023224,0.1117517352104187,432096000
44,2000-03-07,0.15625,0.18177099525928497,0.1494790017604828,0.173567995429039,0.15915094316005707,1952208000
45,2000-03-08,0.17347000539302826,0.17656299471855164,0.16093799471855164,0.17499999701976776,0.16046400368213654,668736000
46,2000-03-09,0.17708300054073334,0.22499999403953552,0.17656299471855164,0.20895199477672577,0.1915959119796753,952944000
47,2000-03-10,0.21979199349880219,0.30208298563957214,0.2182289958000183,0.24583299458026886,0.22541339695453644,2161200000
48,2000-03-13,0.22291700541973114,0.3125,0.22083300352096558,0.3109380006790161,0.2851106524467468,2415168000
49,2000-03-14,0.3092449903488159,0.3092449903488159,0.22499999403953552,0.22942699491977692,0.21037016808986664,1567776000
50,2000-03-15,0.24586600065231323,0.2522140145301819,0.21250000596046448,0.22005200386047363,0.20177385210990906,995616000
51,2000-03-16,0.2270829975605011,0.2348960041999817,0.19296899437904358,0.1961909979581833,0.17989479005336761,750384000
52,2000-03-17,0.19166700541973114,0.22291700541973114,0.19163399934768677,0.20807300508022308,0.19078987836837769,557616000
53,2000-03-20,0.21627600491046906,0.2231770008802414,0.20130200684070587,0.20794300734996796,0.1906706541776657,365280000
54,2000-03-21,0.20833300054073334,0.21015599370002747,0.18125000596046448,0.19765600562095642,0.18123817443847656,536640000
55,2000-03-22,0.1992190033197403,0.20520800352096558,0.1958329975605011,0.19908900558948517,0.18255212903022766,230592000
56,2000-03-23,0.19726599752902985,0.21354199945926666,0.19687500596046448,0.2026039958000183,0.18577517569065094,309408000
57,2000-03-24,0.20130200684070587,0.2104170024394989,0.1875,0.19414100050926208,0.1780150830745697,231600000
58,2000-03-27,0.19374999403953552,0.20000000298023224,0.1796880066394806,0.1813800036907196,0.16631406545639038,388944000
59,2000-03-28,0.1751299947500229,0.17708300054073334,0.1645829975605011,0.16783900558948517,0.15389782190322876,393312000
60,2000-03-29,0.1684899926185608,0.1723960041999817,0.15000000596046448,0.1567710041999817,0.1437491625547409,469440000
61,2000-03-30,0.15208299458026886,0.1703130006790161,0.14687499403953552,0.15585899353027344,0.14291296899318695,361920000
62,2000-03-31,0.16650399565696716,0.1830729991197586,0.1635420024394989,0.17600899934768677,0.16138923168182373,962976000
63,2000-04-03,0.1744139939546585,0.17499999701976776,0.15768200159072876,0.16223999857902527,0.14876385033130646,329952000
64,2000-04-04,0.17083300650119781,0.17369799315929413,0.11874999850988388,0.15625,0.14327143132686615,513792000
65,2000-04-05,0.15781299769878387,0.203125,0.14973999559879303,0.19101600348949432,0.17514973878860474,639600000
66,2000-04-06,0.1998700052499771,0.21002599596977234,0.1903650015592575,0.1998700052499771,0.1832682192325592,404592000
67,2000-04-07,0.2098959982395172,0.21875,0.20104199647903442,0.2136719971895218,0.1959238052368164,318576000
68,2000-04-10,0.21731799840927124,0.2299479991197586,0.1907549947500229,0.1947920024394989,0.17861205339431763,395280000
69,2000-04-11,0.1812169998884201,0.19791699945926666,0.16666699945926666,0.18320299685001373,0.16798560321331024,457584000
70,2000-04-12,0.18346400558948517,0.1875,0.1635420024394989,0.16419300436973572,0.15055471658706665,313440000
71,2000-04-13,0.16549499332904816,0.1713539958000183,0.15442700684070587,0.15716099739074707,0.14410673081874847,313296000
72,2000-04-14,0.14713500440120697,0.1584639996290207,0.13645799458026886,0.143326997756958,0.13142181932926178,421920000
73,2000-04-17,0.13124999403953552,0.15625,0.13124999403953552,0.1506509929895401,0.13813747465610504,294096000
74,2000-04-18,0.16582000255584717,0.1869789958000183,0.16093799471855164,0.17734399437904358,0.16261327266693115,477504000
75,2000-04-19,0.18294300138950348,0.18541699647903442,0.16666699945926666,0.16888000071048737,0.15485231578350067,278352000
76,2000-04-20,0.17343799769878387,0.17669300734996796,0.16562500596046448,0.1679690033197403,0.15401703119277954,153936000
77,2000-04-24,0.15833300352096558,0.16536499559879303,0.15130199491977692,0.1596350073814392,0.14637532830238342,205968000
78,2000-04-25,0.1667969971895218,0.18229199945926666,0.16640600562095642,0.17708300054073334,0.16237394511699677,249696000
79,2000-04-26,0.18945300579071045,0.19374999403953552,0.17499999701976776,0.1752600073814392,0.16070236265659332,254112000
80,2000-04-27,0.1635420024394989,0.1914059966802597,0.16263000667095184,0.18958300352096558,0.17383570969104767,280992000
81,2000-04-28,0.1925780028104782,0.20000000298023224,0.18567700684070587,0.18567700684070587,0.1702541559934616,179040000
82,2000-05-01,0.19270800054073334,0.19687500596046448,0.18710899353027344,0.19166700541973114,0.17574654519557953,119424000
83,2000-05-02,0.19166700541973114,0.20286500453948975,0.17890599370002747,0.1842450052499771,0.16894112527370453,234000000
84,2000-05-03,0.1830729991197586,0.18906299769878387,0.16666699945926666,0.18125000596046448,0.16619491577148438,329184000
85,2000-05-04,0.18085899949073792,0.19114600121974945,0.17929700016975403,0.18346400558948517,0.1682249754667282,241200000
86,2000-05-05,0.18268199265003204,0.1963540017604828,0.1802079975605011,0.1919270008802414,0.17598502337932587,170592000
87,2000-05-08,0.1869789958000183,0.19374999403953552,0.1846349984407425,0.18489600718021393,0.16953803598880768,185136000
88,2000-05-09,0.1880210041999817,0.18958300352096558,0.17708300054073334,0.18229199945926666,0.1671503335237503,176832000
89,2000-05-10,0.18046900629997253,0.18059900403022766,0.16276000440120697,0.16432300209999084,0.15067386627197266,274080000
90,2000-05-11,0.16666699945926666,0.17434899508953094,0.16445299983024597,0.1713539958000183,0.15712086856365204,245904000
91,2000-05-12,0.17604200541973114,0.18541699647903442,0.16614599525928497,0.16614599525928497,0.15234549343585968,187824000
92,2000-05-15,0.16536499559879303,0.18046900629997253,0.15729199349880219,0.17760400474071503,0.16285169124603271,282096000
93,2000-05-16,0.18541699647903442,0.201432004570961,0.18333299458026886,0.1958329975605011,0.17956653237342834,366432000
94,2000-05-17,0.20624999701976776,0.2388020008802414,0.20611999928951263,0.23020799458026886,0.21108628809452057,1290624000
95,2000-05-18,0.2315099984407425,0.23528599739074707,0.2131509929895401,0.21458299458026886,0.19675911962985992,509904000
96,2000-05-19,0.20833300054073334,0.21979199349880219,0.20677100121974945,0.21276000142097473,0.19508756697177887,521184000
97,2000-05-22,0.2104170024394989,0.2265630066394806,0.19179700314998627,0.2265630066394806,0.2077440470457077,517152000
98,2000-05-23,0.22083300352096558,0.24570299685001373,0.2171880006790161,0.22473999857902527,0.20607244968414307,778560000
99,2000-05-24,0.22447900474071503,0.22812500596046448,0.19218799471855164,0.22187499701976776,0.2034454494714737,739632000
100,2000-05-25,0.22513000667095184,0.23854200541973114,0.2160159945487976,0.21875,0.20058000087738037,569184000
101,2000-05-26,0.21985700726509094,0.2259110063314438,0.20624999701976776,0.21985700726509094,0.20159506797790527,183456000
102,2000-05-30,0.22578099370002747,0.23463499546051025,0.22473999857902527,0.22890600562095642,0.2098923921585083,303648000
103,2000-05-31,0.22812500596046448,0.2416670024394989,0.22812500596046448,0.2377600073814392,0.21801094710826874,469536000
104,2000-06-01,0.24479199945926666,0.24700500071048737,0.2382809966802597,0.2444009929895401,0.22410036623477936,418992000
105,2000-06-02,0.2494789958000183,0.27708300948143005,0.2494789958000183,0.2740890085697174,0.2513223886489868,592176000
106,2000-06-05,0.27369800209999084,0.29374998807907104,0.2627600133419037,0.27998000383377075,0.256724089384079,491904000
107,2000-06-06,0.28099000453948975,0.2914060056209564,0.2645829916000366,0.26601600646972656,0.24392001330852509,375888000
108,2000-06-07,0.2640630006790161,0.2662760019302368,0.25025999546051025,0.25416699051856995,0.23305508494377136,332352000
109,2000-06-08,0.2606770098209381,0.26093798875808716,0.24583299458026886,0.2561199963092804,0.23484596610069275,460704000
110,2000-06-09,0.26093798875808716,0.2750000059604645,0.25703099370002747,0.2634109854698181,0.2415313422679901,467280000
111,2000-06-12,0.2645829916000366,0.2667970061302185,0.2505210041999817,0.25637999176979065,0.23508428037166595,380016000
112,2000-06-13,0.24921900033950806,0.2645829916000366,0.24791699647903442,0.2644529938697815,0.24248681962490082,447840000
113,2000-06-14,0.26940101385116577,0.27083298563957214,0.2607100009918213,0.26419299840927124,0.24224837124347687,275088000
114,2000-06-15,0.2634109854698181,0.2710939943790436,0.24921900033950806,0.2710939943790436,0.2485760897397995,338592000
115,2000-06-16,0.27011701464653015,0.3125,0.2700519859790802,0.3119789958000183,0.28606510162353516,987840000
116,2000-06-19,0.31119799613952637,0.35677099227905273,0.3033849895000458,0.3315100073814392,0.3039737939834595,1052160000
117,2000-06-20,0.3372400104999542,0.34114599227905273,0.32291701436042786,0.3270829916000366,0.29991450905799866,610272000
118,2000-06-21,0.3220050036907196,0.3666670024394989,0.3220050036907196,0.36028599739074707,0.33035945892333984,614880000
119,2000-06-22,0.3587239980697632,0.3661459982395172,0.3372400104999542,0.34062498807907104,0.31233179569244385,614352000
120,2000-06-23,0.3315100073814392,0.33567699790000916,0.30833300948143005,0.308463990688324,0.28284212946891785,607392000
121,2000-06-26,0.3145830035209656,0.3476560115814209,0.3096350133419037,0.34570300579071045,0.3169878423213959,618288000
122,2000-06-27,0.3427079916000366,0.34843799471855164,0.2877599895000458,0.296875,0.27221572399139404,604608000
123,2000-06-28,0.3031249940395355,0.3145830035209656,0.27708300948143005,0.28541699051856995,0.2617094814777374,586608000
124,2000-06-29,0.28046900033950806,0.28046900033950806,0.23958300054073334,0.24427099525928497,0.22398118674755096,1184880000
125,2000-06-30,0.25572898983955383,0.26927098631858826,0.2432290017604828,0.26484400033950806,0.24284538626670837,1209192000
126,2000-07-03,0.2666670083999634,0.2750000059604645,0.2520830035209656,0.25468799471855164,0.2335328906774521,232680000
127,2000-07-05,0.25364598631858826,0.25416699051856995,0.21979199349880219,0.22734400629997253,0.20846019685268402,777936000
128,2000-07-06,0.2276040017604828,0.2494789958000183,0.2221350073814392,0.2411459982395172,0.22111570835113525,603936000
129,2000-07-07,0.25,0.25416699051856995,0.23749999701976776,0.24244800209999084,0.22230960428714752,346560000
130,2000-07-10,0.2382809966802597,0.26093798875808716,0.23593799769878387,0.2549479901790619,0.23377129435539246,351264000
131,2000-07-11,0.25156301259994507,0.2885420024394989,0.24869799613952637,0.27552101016044617,0.2526354491710663,755304000
132,2000-07-12,0.28697898983955383,0.29765599966049194,0.2778649926185608,0.2833330035209656,0.25979849696159363,388152000
133,2000-07-13,0.28932300209999084,0.3114579916000366,0.28880199790000916,0.30989599227905273,0.2841551899909973,458736000
134,2000-07-14,0.31614598631858826,0.32213500142097473,0.30000001192092896,0.3075520098209381,0.28200584650039673,280200000
135,2000-07-17,0.31224000453948975,0.3125,0.3031249940395355,0.3041670024394989,0.2789019048213959,105552000
136,2000-07-18,0.2874999940395355,0.3125,0.2874999940395355,0.29817700386047363,0.27340957522392273,183672000
137,2000-07-19,0.2874999940395355,0.2895829975605011,0.27317699790000916,0.2791669964790344,0.255978524684906,189504000
138,2000-07-20,0.278905987739563,0.29374998807907104,0.27812498807907104,0.2867189943790436,0.2629033923149109,142992000
139,2000-07-21,0.2874999940395355,0.2958329916000366,0.2833330035209656,0.2903650104999542,0.2662464380264282,251928000
140,2000-07-24,0.2906250059604645,0.29270800948143005,0.25416699051856995,0.265625,0.2435615211725235,281112000
141,2000-07-25,0.26979199051856995,0.2718749940395355,0.25520798563957214,0.25572898983955383,0.2344874143600464,335304000
142,2000-07-26,0.25572898983955383,0.25572898983955383,0.22968800365924835,0.23671899735927582,0.21705645322799683,380064000
143,2000-07-27,0.22916699945926666,0.23229199647903442,0.21666699647903442,0.21979199349880219,0.20153552293777466,331560000
144,2000-07-28,0.22083300352096558,0.24140599370002747,0.20833300054073334,0.22499999403953552,0.20631085336208344,512664000
145,2000-07-31,0.23749999701976776,0.2505210041999817,0.22499999403953552,0.25,0.22923427820205688,371232000
146,2000-08-01,0.25,0.2520830035209656,0.2432290017604828,0.24505199491977692,0.2246972918510437,350616000
147,2000-08-02,0.2416670024394989,0.254036009311676,0.2377600073814392,0.25,0.22923427820205688,345432000
148,2000-08-03,0.22499999403953552,0.2666670083999634,0.22499999403953552,0.26093798875808716,0.23926374316215515,368664000
149,2000-08-04,0.26718801259994507,0.27083298563957214,0.26145800948143005,0.265625,0.2435615211725235,194784000
150,2000-08-07,0.2674480080604553,0.28880199790000916,0.26640599966049194,0.28645798563957214,0.26266396045684814,246936000
151,2000-08-08,0.2802079916000366,0.2958329916000366,0.2791669964790344,0.2802079916000366,0.25693321228027344,128112000
152,2000-08-09,0.28385400772094727,0.2856769859790802,0.267969012260437,0.2718749940395355,0.24929217994213104,136248000
153,2000-08-10,0.265625,0.28125,0.26041701436042786,0.2750000059604645,0.2521577775478363,156432000
154,2000-08-11,0.27552101016044617,0.27760401368141174,0.25572898983955383,0.2684899866580963,0.2461884766817093,131928000
155,2000-08-14,0.2718749940395355,0.2744790017604828,0.26249998807907104,0.2710939943790436,0.2485760897397995,108576000
156,2000-08-15,0.2723959982395172,0.30208298563957214,0.27161499857902527,0.2966800034046173,0.2720370292663574,443328000
157,2000-08-16,0.31275999546051025,0.31275999546051025,0.2950519919395447,0.3041670024394989,0.2789019048213959,266232000
158,2000-08-17,0.30000001192092896,0.3114579916000366,0.2989580035209656,0.30989599227905273,0.2841551899909973,129816000
159,2000-08-18,0.3085939884185791,0.32447901368141174,0.3080730140209198,0.3208329975605011,0.2941836714744568,204720000
160,2000-08-21,0.3325519859790802,0.3382810056209564,0.32499998807907104,0.325780987739563,0.29872065782546997,464472000
161,2000-08-22,0.30885401368141174,0.31562501192092896,0.29218798875808716,0.2950519919395447,0.27054429054260254,658872000
162,2000-08-23,0.2903650104999542,0.31275999546051025,0.28437501192092896,0.31224000453948975,0.2863045334815979,352800000
163,2000-08-24,0.3104169964790344,0.3236980140209198,0.3046880066394806,0.32057300209999084,0.2939453423023224,332616000
164,2000-08-25,0.31718799471855164,0.32395800948143005,0.3109380006790161,0.3125,0.2865428626537323,153048000
165,2000-08-28,0.31406301259994507,0.3291670083999634,0.3104169964790344,0.32499998807907104,0.29800471663475037,189264000
166,2000-08-29,0.3263019919395447,0.3270829916000366,0.3208329975605011,0.3242189884185791,0.2972884178161621,149376000
167,2000-08-30,0.32057300209999084,0.3315100073814392,0.31718799471855164,0.3270829916000366,0.29991450905799866,178080000
168,2000-08-31,0.3320310115814209,0.34375,0.32552099227905273,0.33072900772094727,0.3032577931880951,388896000
169,2000-09-01,0.3375000059604645,0.34062498807907104,0.3276039958000183,0.33125001192092896,0.3037354350090027,204144000
170,2000-09-05,0.33906298875808716,0.3393230140209198,0.32942700386047363,0.33177098631858826,0.3042132258415222,246144000
171,2000-09-06,0.3330729901790619,0.3330729901790619,0.3062500059604645,0.30885401368141174,0.2831997871398926,230136000
172,2000-09-07,0.3135420083999634,0.3260419964790344,0.30052098631858826,0.32552099227905273,0.2984822690486908,239760000
173,2000-09-08,0.3218750059604645,0.3291670083999634,0.3052079975605011,0.3062500059604645,0.2808121144771576,222648000
174,2000-09-11,0.3023439943790436,0.3041670024394989,0.2822920083999634,0.29374998807907104,0.2693503499031067,285888000
175,2000-09-12,0.2940100133419037,0.30937498807907104,0.2874999940395355,0.2919270098209381,0.26767876744270325,125976000
176,2000-09-13,0.29114601016044617,0.29661500453948975,0.28489598631858826,0.291797012090683,0.2675594985485077,239976000
177,2000-09-14,0.29322901368141174,0.3062500059604645,0.28541699051856995,0.2890630066394806,0.2650526463985443,216336000
178,2000-09-15,0.2874999940395355,0.29947900772094727,0.28541699051856995,0.2953779995441437,0.2708430588245392,242592000
179,2000-09-18,0.29609400033950806,0.2979170083999634,0.2750000059604645,0.27812498807907104,0.25502312183380127,163488000
180,2000-09-19,0.26536500453948975,0.2874999940395355,0.26249998807907104,0.2867189943790436,0.2629033923149109,301104000
181,2000-09-20,0.278905987739563,0.28437501192092896,0.2729170024394989,0.2773439884185791,0.2543070316314697,227568000
182,2000-09-21,0.2794269919395447,0.29557299613952637,0.2791669964790344,0.2892580032348633,0.2652313709259033,346824000
183,2000-09-22,0.2606770098209381,0.2979170083999634,0.26041701436042786,0.29427099227905273,0.26982808113098145,387264000
184,2000-09-25,0.3033849895000458,0.3197920024394989,0.30104199051856995,0.3153649866580963,0.28916996717453003,467568000
185,2000-09-26,0.3187499940395355,0.3265630006790161,0.3041670024394989,0.32291701436042786,0.29609453678131104,337344000
186,2000-09-27,0.3203130066394806,0.35572901368141174,0.3203130066394806,0.34062498807907104,0.31233179569244385,676128000
187,2000-09-28,0.3375000059604645,0.3531250059604645,0.3291670083999634,0.3510420024394989,0.3218834102153778,333816000
188,2000-09-29,0.34114599227905273,0.35416701436042786,0.3354170024394989,0.34114599227905273,0.3128095269203186,373872000
189,2000-10-02,0.3458330035209656,0.359375,0.32447901368141174,0.3330729901790619,0.30540695786476135,340584000
190,2000-10-03,0.3348959982395172,0.3375000059604645,0.3125,0.31510400772094727,0.28893062472343445,300264000
191,2000-10-04,0.30677101016044617,0.31666699051856995,0.30260398983955383,0.3114579916000366,0.285587340593338,419568000
192,2000-10-05,0.31380200386047363,0.31380200386047363,0.29765599966049194,0.3041670024394989,0.2789019048213959,525048000
193,2000-10-06,0.30494800209999084,0.3070310056209564,0.28099000453948975,0.2851560115814209,0.26147013902664185,1027176000
194,2000-10-09,0.2778649926185608,0.2958329916000366,0.2583329975605011,0.2914060056209564,0.2672010064125061,665256000
195,2000-10-10,0.2791669964790344,0.29322901368141174,0.2666670083999634,0.26927098631858826,0.2469046711921692,415944000
196,2000-10-11,0.2528649866580963,0.28645798563957214,0.2427079975605011,0.27161499857902527,0.24905376136302948,535776000
197,2000-10-12,0.27760401368141174,0.29374998807907104,0.2583329975605011,0.26093798875808716,0.23926374316215515,401616000
198,2000-10-13,0.2627600133419037,0.2791669964790344,0.25996100902557373,0.27135398983955383,0.24881452322006226,578976000
199,2000-10-16,0.27135398983955383,0.27135398983955383,0.2588540017604828,0.2651039958000183,0.2430836409330368,339216000
200,2000-10-17,0.2640630006790161,0.2651039958000183,0.24296900629997253,0.24583299458026886,0.22541339695453644,463248000
201,2000-10-18,0.2299479991197586,0.25598999857902527,0.21900999546051025,0.24192699790000916,0.22183185815811157,416952000
202,2000-10-19,0.25755199790000916,0.26875001192092896,0.25364598631858826,0.26536500453948975,0.24332308769226074,294888000
203,2000-10-20,0.2591150104999542,0.296875,0.2572920024394989,0.2901040017604828,0.2660071551799774,387360000
204,2000-10-23,0.2924480140209198,0.29427099227905273,0.2744790017604828,0.283594012260437,0.2600378692150116,182112000
205,2000-10-24,0.2822920083999634,0.28697898983955383,0.2734380066394806,0.2744790017604828,0.25168004631996155,193968000
206,2000-10-25,0.26692700386047363,0.27083298563957214,0.24869799613952637,0.2505210041999817,0.22971197962760925,385512000
207,2000-10-26,0.2520830035209656,0.27083298563957214,0.234375,0.2611980140209198,0.2395021915435791,265776000
208,2000-10-27,0.26145800948143005,0.26790401339530945,0.24583299458026886,0.25520798563957214,0.23400968313217163,210960000
209,2000-10-30,0.2510420083999634,0.25670599937438965,0.23697899281978607,0.2372400015592575,0.2175341695547104,192120000
210,2000-10-31,0.2466149926185608,0.26302099227905273,0.23906299471855164,0.25891900062561035,0.23741242289543152,299256000
211,2000-11-01,0.25260400772094727,0.26249998807907104,0.24375000596046448,0.2588540017604828,0.2373528927564621,304536000
212,2000-11-02,0.267969012260437,0.28541699051856995,0.2635419964790344,0.27864599227905273,0.25550079345703125,192888000
213,2000-11-03,0.2750000059604645,0.30208298563957214,0.2729170024394989,0.296875,0.27221572399139404,268632000
214,2000-11-06,0.30390599370002747,0.33333298563957214,0.30208298563957214,0.3197920024394989,0.29322919249534607,635040000
215,2000-11-07,0.3145830035209656,0.3145830035209656,0.2874999940395355,0.29817700386047363,0.27340957522392273,258240000
216,2000-11-08,0.30156299471855164,0.30156299471855164,0.28489598631858826,0.28932300209999084,0.2652910053730011,187080000
217,2000-11-09,0.2718749940395355,0.28541699051856995,0.24635399878025055,0.2591150104999542,0.23759223520755768,564528000
218,2000-11-10,0.267969012260437,0.28125,0.23854200541973114,0.24505199491977692,0.2246972918510437,805248000
219,2000-11-13,0.2328130006790161,0.2729170024394989,0.22499999403953552,0.2460940033197403,0.2256527692079544,530040000
220,2000-11-14,0.26249998807907104,0.29322901368141174,0.26041701436042786,0.29114601016044617,0.2669627070426941,470736000
221,2000-11-15,0.28593799471855164,0.2950519919395447,0.27421900629997253,0.28730499744415283,0.2634406089782715,423864000
222,2000-11-16,0.2791669964790344,0.28645798563957214,0.2666670083999634,0.26927098631858826,0.2469046711921692,235536000
223,2000-11-17,0.27135398983955383,0.2851560115814209,0.25520798563957214,0.2640630006790161,0.24212917685508728,178776000
224,2000-11-20,0.2542969882488251,0.2544269859790802,0.24088500440120697,0.24375000596046448,0.2235034704208374,298752000
225,2000-11-21,0.25416699051856995,0.2562499940395355,0.2265630066394806,0.23906299471855164,0.2192057967185974,382512000
226,2000-11-22,0.22916699945926666,0.23645800352096558,0.21666699647903442,0.2265630066394806,0.2077440470457077,409752000
227,2000-11-24,0.22916699945926666,0.2484380006790161,0.22916699945926666,0.23958300054073334,0.21968258917331696,165072000
228,2000-11-27,0.2567709982395172,0.2583329975605011,0.22193999588489532,0.2315099984407425,0.21228007972240448,363864000
229,2000-11-28,0.23502600193023682,0.23749999701976776,0.20911499857902527,0.21425800025463104,0.19646114110946655,382344000
230,2000-11-29,0.21744799613952637,0.21770800650119781,0.18489600718021393,0.20104199647903442,0.1843428760766983,636408000
231,2000-11-30,0.18385399878025055,0.18385399878025055,0.15156300365924835,0.16875000298023224,0.15473316609859467,981624000
232,2000-12-01,0.1791670024394989,0.203125,0.17812499403953552,0.18541699647903442,0.17001576721668243,784080000
233,2000-12-04,0.18658900260925293,0.19270800054073334,0.17395800352096558,0.18828099966049194,0.17264185845851898,474264000
234,2000-12-05,0.2015630006790161,0.20885400474071503,0.18281300365924835,0.20052100718021393,0.1838652342557907,997224000
235,2000-12-06,0.19661499559879303,0.20208300650119781,0.17083300650119781,0.171875,0.1575985699892044,950928000
236,2000-12-07,0.1635420024394989,0.17786499857902527,0.1546880006790161,0.16875000298023224,0.15473316609859467,785184000
237,2000-12-08,0.18619799613952637,0.20833300054073334,0.1688150018453598,0.20729200541973114,0.19007377326488495,853392000
238,2000-12-11,0.20052100718021393,0.2114579975605011,0.1953130066394806,0.20729200541973114,0.19007377326488495,757632000
239,2000-12-12,0.20208300650119781,0.20572899281978607,0.1947920024394989,0.2015630006790161,0.18482056260108948,409512000
240,2000-12-13,0.20078100264072418,0.20416699349880219,0.18229199945926666,0.1859380006790161,0.17049351334571838,675072000
241,2000-12-14,0.1846349984407425,0.18619799613952637,0.16875000298023224,0.17317700386047363,0.15879248082637787,569016000
